frame,red,green,uncertain,session_id,rg_outcome,trial_id,global_trial_name
109,0,0,1,6,green,281,E44
110,0,0,1,6,green,281,E44
111,0,0,1,6,green,281,E44
112,0,0,1,6,green,281,E44
113,1,0,0,6,green,281,E44
114,1,0,0,6,green,281,E44
115,1,0,0,6,green,281,E44
116,1,0,0,6,green,281,E44
117,0,0,1,6,green,281,E44
118,0,1,0,6,green,281,E44
119,0,1,0,6,green,281,E44
120,0,1,0,6,green,281,E44
121,0,1,0,6,green,281,E44
122,0,1,0,6,green,281,E44
123,0,1,0,6,green,281,E44
124,0,1,0,6,green,281,E44
125,0,1,0,6,green,281,E44
126,0,1,0,6,green,281,E44
127,0,1,0,6,green,281,E44
128,0,1,0,6,green,281,E44
129,0,1,0,6,green,281,E44
130,0,1,0,6,green,281,E44
131,0,1,0,6,green,281,E44
132,0,1,0,6,green,281,E44
133,0,1,0,6,green,281,E44
134,0,1,0,6,green,281,E44
135,0,1,0,6,green,281,E44
136,0,1,0,6,green,281,E44
137,0,1,0,6,green,281,E44
138,0,1,0,6,green,281,E44
139,0,1,0,6,green,281,E44
140,0,1,0,6,green,281,E44
141,0,1,0,6,green,281,E44
0,0,0,1,7,green,262,E44
1,0,0,1,7,green,262,E44
2,0,0,1,7,green,262,E44
3,0,0,1,7,green,262,E44
4,0,0,1,7,green,262,E44
5,0,0,1,7,green,262,E44
6,0,0,1,7,green,262,E44
7,0,0,1,7,green,262,E44
8,0,0,1,7,green,262,E44
9,0,0,1,7,green,262,E44
10,0,0,1,7,green,262,E44
11,0,0,1,7,green,262,E44
12,0,0,1,7,green,262,E44
13,0,0,1,7,green,262,E44
14,0,0,1,7,green,262,E44
15,0,0,1,7,green,262,E44
16,0,0,1,7,green,262,E44
17,0,0,1,7,green,262,E44
18,0,0,1,7,green,262,E44
19,0,0,1,7,green,262,E44
20,0,0,1,7,green,262,E44
21,0,0,1,7,green,262,E44
22,0,0,1,7,green,262,E44
23,0,0,1,7,green,262,E44
24,0,0,1,7,green,262,E44
25,0,0,1,7,green,262,E44
26,0,0,1,7,green,262,E44
27,0,0,1,7,green,262,E44
28,0,0,1,7,green,262,E44
29,0,0,1,7,green,262,E44
30,0,0,1,7,green,262,E44
31,0,0,1,7,green,262,E44
32,0,0,1,7,green,262,E44
33,0,0,1,7,green,262,E44
34,0,0,1,7,green,262,E44
35,0,0,1,7,green,262,E44
36,0,0,1,7,green,262,E44
37,0,0,1,7,green,262,E44
38,0,0,1,7,green,262,E44
39,0,0,1,7,green,262,E44
40,0,0,1,7,green,262,E44
41,0,0,1,7,green,262,E44
42,0,0,1,7,green,262,E44
43,0,0,1,7,green,262,E44
44,0,0,1,7,green,262,E44
45,0,0,1,7,green,262,E44
46,0,0,1,7,green,262,E44
47,0,0,1,7,green,262,E44
48,0,0,1,7,green,262,E44
49,0,0,1,7,green,262,E44
50,0,0,1,7,green,262,E44
51,1,0,0,7,green,262,E44
52,1,0,0,7,green,262,E44
53,1,0,0,7,green,262,E44
54,1,0,0,7,green,262,E44
55,1,0,0,7,green,262,E44
56,1,0,0,7,green,262,E44
57,1,0,0,7,green,262,E44
58,1,0,0,7,green,262,E44
59,1,0,0,7,green,262,E44
60,1,0,0,7,green,262,E44
61,0,1,0,7,green,262,E44
62,0,1,0,7,green,262,E44
63,0,1,0,7,green,262,E44
64,0,1,0,7,green,262,E44
65,0,1,0,7,green,262,E44
66,0,1,0,7,green,262,E44
67,0,1,0,7,green,262,E44
68,0,1,0,7,green,262,E44
69,0,1,0,7,green,262,E44
70,0,1,0,7,green,262,E44
71,0,1,0,7,green,262,E44
72,0,1,0,7,green,262,E44
73,0,1,0,7,green,262,E44
74,0,1,0,7,green,262,E44
75,0,1,0,7,green,262,E44
76,0,1,0,7,green,262,E44
77,0,1,0,7,green,262,E44
78,0,1,0,7,green,262,E44
79,0,1,0,7,green,262,E44
80,0,1,0,7,green,262,E44
81,0,1,0,7,green,262,E44
82,0,1,0,7,green,262,E44
83,0,1,0,7,green,262,E44
84,0,1,0,7,green,262,E44
85,0,1,0,7,green,262,E44
86,0,1,0,7,green,262,E44
87,0,1,0,7,green,262,E44
88,0,1,0,7,green,262,E44
89,0,1,0,7,green,262,E44
90,0,1,0,7,green,262,E44
91,0,1,0,7,green,262,E44
92,0,1,0,7,green,262,E44
93,0,1,0,7,green,262,E44
94,0,1,0,7,green,262,E44
95,0,1,0,7,green,262,E44
96,0,1,0,7,green,262,E44
97,0,1,0,7,green,262,E44
98,0,1,0,7,green,262,E44
99,0,1,0,7,green,262,E44
100,0,1,0,7,green,262,E44
101,0,1,0,7,green,262,E44
102,0,1,0,7,green,262,E44
103,0,1,0,7,green,262,E44
104,0,1,0,7,green,262,E44
105,0,1,0,7,green,262,E44
106,0,1,0,7,green,262,E44
107,0,1,0,7,green,262,E44
108,0,1,0,7,green,262,E44
109,0,1,0,7,green,262,E44
110,0,1,0,7,green,262,E44
111,0,1,0,7,green,262,E44
112,0,1,0,7,green,262,E44
113,0,1,0,7,green,262,E44
114,0,1,0,7,green,262,E44
115,0,1,0,7,green,262,E44
116,0,1,0,7,green,262,E44
117,0,1,0,7,green,262,E44
118,0,1,0,7,green,262,E44
119,0,1,0,7,green,262,E44
120,0,1,0,7,green,262,E44
121,0,1,0,7,green,262,E44
122,0,1,0,7,green,262,E44
123,0,1,0,7,green,262,E44
124,0,1,0,7,green,262,E44
125,0,1,0,7,green,262,E44
126,0,1,0,7,green,262,E44
127,0,1,0,7,green,262,E44
128,0,1,0,7,green,262,E44
129,0,1,0,7,green,262,E44
130,0,1,0,7,green,262,E44
131,0,1,0,7,green,262,E44
132,0,1,0,7,green,262,E44
133,0,1,0,7,green,262,E44
134,0,1,0,7,green,262,E44
135,0,1,0,7,green,262,E44
136,0,1,0,7,green,262,E44
137,0,1,0,7,green,262,E44
138,0,1,0,7,green,262,E44
139,0,1,0,7,green,262,E44
140,0,1,0,7,green,262,E44
141,0,1,0,7,green,262,E44
0,0,0,1,8,green,534,E44
1,0,0,1,8,green,534,E44
2,0,0,1,8,green,534,E44
3,0,0,1,8,green,534,E44
4,0,0,1,8,green,534,E44
5,0,0,1,8,green,534,E44
6,0,0,1,8,green,534,E44
7,0,0,1,8,green,534,E44
8,0,0,1,8,green,534,E44
9,0,0,1,8,green,534,E44
10,0,0,1,8,green,534,E44
11,0,0,1,8,green,534,E44
12,0,0,1,8,green,534,E44
13,0,0,1,8,green,534,E44
14,0,0,1,8,green,534,E44
15,0,0,1,8,green,534,E44
16,0,0,1,8,green,534,E44
17,0,0,1,8,green,534,E44
18,0,0,1,8,green,534,E44
19,0,0,1,8,green,534,E44
20,0,0,1,8,green,534,E44
21,0,0,1,8,green,534,E44
22,0,0,1,8,green,534,E44
23,0,0,1,8,green,534,E44
24,0,0,1,8,green,534,E44
25,0,0,1,8,green,534,E44
26,0,0,1,8,green,534,E44
27,0,0,1,8,green,534,E44
28,0,0,1,8,green,534,E44
29,0,0,1,8,green,534,E44
30,0,0,1,8,green,534,E44
31,0,0,1,8,green,534,E44
32,0,0,1,8,green,534,E44
33,0,0,1,8,green,534,E44
34,0,0,1,8,green,534,E44
35,0,0,1,8,green,534,E44
36,0,0,1,8,green,534,E44
37,0,0,1,8,green,534,E44
38,0,0,1,8,green,534,E44
39,0,0,1,8,green,534,E44
40,0,0,1,8,green,534,E44
41,0,0,1,8,green,534,E44
42,0,0,1,8,green,534,E44
43,0,1,0,8,green,534,E44
44,0,1,0,8,green,534,E44
45,0,1,0,8,green,534,E44
46,0,1,0,8,green,534,E44
47,0,1,0,8,green,534,E44
48,0,1,0,8,green,534,E44
49,0,1,0,8,green,534,E44
50,0,1,0,8,green,534,E44
51,0,1,0,8,green,534,E44
52,0,1,0,8,green,534,E44
53,0,1,0,8,green,534,E44
54,0,1,0,8,green,534,E44
55,0,1,0,8,green,534,E44
56,0,1,0,8,green,534,E44
57,0,1,0,8,green,534,E44
58,0,1,0,8,green,534,E44
59,0,1,0,8,green,534,E44
60,0,1,0,8,green,534,E44
61,0,1,0,8,green,534,E44
62,0,1,0,8,green,534,E44
63,0,1,0,8,green,534,E44
64,0,1,0,8,green,534,E44
65,0,1,0,8,green,534,E44
66,0,1,0,8,green,534,E44
67,0,1,0,8,green,534,E44
68,0,1,0,8,green,534,E44
69,0,1,0,8,green,534,E44
70,0,1,0,8,green,534,E44
71,0,1,0,8,green,534,E44
72,0,1,0,8,green,534,E44
73,0,1,0,8,green,534,E44
74,0,1,0,8,green,534,E44
75,0,1,0,8,green,534,E44
76,0,1,0,8,green,534,E44
77,0,1,0,8,green,534,E44
78,0,1,0,8,green,534,E44
79,0,1,0,8,green,534,E44
80,0,1,0,8,green,534,E44
81,0,1,0,8,green,534,E44
82,0,1,0,8,green,534,E44
83,0,1,0,8,green,534,E44
84,0,1,0,8,green,534,E44
85,0,1,0,8,green,534,E44
86,0,1,0,8,green,534,E44
87,0,1,0,8,green,534,E44
88,0,1,0,8,green,534,E44
89,0,1,0,8,green,534,E44
90,0,1,0,8,green,534,E44
91,0,1,0,8,green,534,E44
92,0,1,0,8,green,534,E44
93,0,1,0,8,green,534,E44
94,0,1,0,8,green,534,E44
95,0,1,0,8,green,534,E44
96,0,1,0,8,green,534,E44
97,0,1,0,8,green,534,E44
98,0,1,0,8,green,534,E44
99,0,1,0,8,green,534,E44
100,0,1,0,8,green,534,E44
101,0,1,0,8,green,534,E44
102,0,1,0,8,green,534,E44
103,0,1,0,8,green,534,E44
104,0,1,0,8,green,534,E44
105,0,1,0,8,green,534,E44
106,0,1,0,8,green,534,E44
107,0,1,0,8,green,534,E44
108,0,1,0,8,green,534,E44
109,0,1,0,8,green,534,E44
110,0,1,0,8,green,534,E44
111,0,1,0,8,green,534,E44
112,0,1,0,8,green,534,E44
113,0,1,0,8,green,534,E44
114,0,1,0,8,green,534,E44
115,0,1,0,8,green,534,E44
116,0,1,0,8,green,534,E44
117,0,1,0,8,green,534,E44
118,0,1,0,8,green,534,E44
119,0,1,0,8,green,534,E44
120,0,1,0,8,green,534,E44
121,0,1,0,8,green,534,E44
122,0,1,0,8,green,534,E44
123,0,1,0,8,green,534,E44
124,0,1,0,8,green,534,E44
125,0,1,0,8,green,534,E44
126,0,1,0,8,green,534,E44
127,0,1,0,8,green,534,E44
128,0,1,0,8,green,534,E44
129,0,1,0,8,green,534,E44
130,0,1,0,8,green,534,E44
131,0,1,0,8,green,534,E44
132,0,1,0,8,green,534,E44
133,0,1,0,8,green,534,E44
134,0,1,0,8,green,534,E44
135,0,1,0,8,green,534,E44
136,0,1,0,8,green,534,E44
137,0,1,0,8,green,534,E44
138,0,1,0,8,green,534,E44
139,0,1,0,8,green,534,E44
140,0,1,0,8,green,534,E44
141,0,1,0,8,green,534,E44
0,0,0,1,9,green,548,E44
1,0,0,1,9,green,548,E44
2,0,0,1,9,green,548,E44
3,0,0,1,9,green,548,E44
4,0,0,1,9,green,548,E44
5,0,0,1,9,green,548,E44
6,0,0,1,9,green,548,E44
7,0,0,1,9,green,548,E44
8,0,0,1,9,green,548,E44
9,0,0,1,9,green,548,E44
10,0,0,1,9,green,548,E44
11,0,0,1,9,green,548,E44
12,0,0,1,9,green,548,E44
13,0,0,1,9,green,548,E44
14,0,0,1,9,green,548,E44
15,0,0,1,9,green,548,E44
16,0,0,1,9,green,548,E44
17,0,0,1,9,green,548,E44
18,0,0,1,9,green,548,E44
19,0,0,1,9,green,548,E44
20,0,0,1,9,green,548,E44
21,0,0,1,9,green,548,E44
22,0,0,1,9,green,548,E44
23,0,0,1,9,green,548,E44
24,0,0,1,9,green,548,E44
25,0,0,1,9,green,548,E44
26,0,0,1,9,green,548,E44
27,0,0,1,9,green,548,E44
28,0,0,1,9,green,548,E44
29,0,0,1,9,green,548,E44
30,0,0,1,9,green,548,E44
31,0,0,1,9,green,548,E44
32,0,0,1,9,green,548,E44
33,0,0,1,9,green,548,E44
34,0,0,1,9,green,548,E44
35,0,0,1,9,green,548,E44
36,0,0,1,9,green,548,E44
37,0,0,1,9,green,548,E44
38,0,0,1,9,green,548,E44
39,0,0,1,9,green,548,E44
40,0,0,1,9,green,548,E44
41,0,0,1,9,green,548,E44
42,0,0,1,9,green,548,E44
43,0,0,1,9,green,548,E44
44,0,0,1,9,green,548,E44
45,0,0,1,9,green,548,E44
46,0,0,1,9,green,548,E44
47,0,0,1,9,green,548,E44
48,0,0,1,9,green,548,E44
49,0,0,1,9,green,548,E44
50,0,0,1,9,green,548,E44
51,0,0,1,9,green,548,E44
52,0,0,1,9,green,548,E44
53,0,0,1,9,green,548,E44
54,0,0,1,9,green,548,E44
55,0,0,1,9,green,548,E44
56,0,0,1,9,green,548,E44
57,1,0,0,9,green,548,E44
58,1,0,0,9,green,548,E44
59,1,0,0,9,green,548,E44
60,1,0,0,9,green,548,E44
61,1,0,0,9,green,548,E44
62,1,0,0,9,green,548,E44
63,1,0,0,9,green,548,E44
64,1,0,0,9,green,548,E44
65,1,0,0,9,green,548,E44
66,1,0,0,9,green,548,E44
67,1,0,0,9,green,548,E44
68,1,0,0,9,green,548,E44
69,1,0,0,9,green,548,E44
70,1,0,0,9,green,548,E44
71,1,0,0,9,green,548,E44
72,1,0,0,9,green,548,E44
73,1,0,0,9,green,548,E44
74,1,0,0,9,green,548,E44
75,1,0,0,9,green,548,E44
76,1,0,0,9,green,548,E44
77,1,0,0,9,green,548,E44
78,1,0,0,9,green,548,E44
79,1,0,0,9,green,548,E44
80,1,0,0,9,green,548,E44
81,1,0,0,9,green,548,E44
82,1,0,0,9,green,548,E44
83,1,0,0,9,green,548,E44
84,1,0,0,9,green,548,E44
85,1,0,0,9,green,548,E44
86,1,0,0,9,green,548,E44
87,1,0,0,9,green,548,E44
88,1,0,0,9,green,548,E44
89,1,0,0,9,green,548,E44
90,1,0,0,9,green,548,E44
91,1,0,0,9,green,548,E44
92,1,0,0,9,green,548,E44
93,1,0,0,9,green,548,E44
94,1,0,0,9,green,548,E44
95,1,0,0,9,green,548,E44
96,1,0,0,9,green,548,E44
97,1,0,0,9,green,548,E44
98,1,0,0,9,green,548,E44
99,1,0,0,9,green,548,E44
100,1,0,0,9,green,548,E44
101,1,0,0,9,green,548,E44
102,1,0,0,9,green,548,E44
103,1,0,0,9,green,548,E44
104,1,0,0,9,green,548,E44
105,1,0,0,9,green,548,E44
106,1,0,0,9,green,548,E44
107,1,0,0,9,green,548,E44
108,1,0,0,9,green,548,E44
109,1,0,0,9,green,548,E44
110,1,0,0,9,green,548,E44
111,1,0,0,9,green,548,E44
112,1,0,0,9,green,548,E44
113,1,0,0,9,green,548,E44
114,1,0,0,9,green,548,E44
115,0,0,1,9,green,548,E44
116,0,1,0,9,green,548,E44
117,0,1,0,9,green,548,E44
118,0,1,0,9,green,548,E44
119,0,1,0,9,green,548,E44
120,0,1,0,9,green,548,E44
121,0,1,0,9,green,548,E44
122,0,1,0,9,green,548,E44
123,0,1,0,9,green,548,E44
124,0,1,0,9,green,548,E44
125,0,1,0,9,green,548,E44
126,0,1,0,9,green,548,E44
127,0,1,0,9,green,548,E44
128,0,1,0,9,green,548,E44
129,0,1,0,9,green,548,E44
130,0,1,0,9,green,548,E44
131,0,1,0,9,green,548,E44
132,0,1,0,9,green,548,E44
133,0,1,0,9,green,548,E44
134,0,1,0,9,green,548,E44
135,0,1,0,9,green,548,E44
136,0,1,0,9,green,548,E44
137,0,1,0,9,green,548,E44
138,0,1,0,9,green,548,E44
139,0,1,0,9,green,548,E44
140,0,1,0,9,green,548,E44
141,0,1,0,9,green,548,E44
0,0,0,1,10,green,600,E44
1,0,0,1,10,green,600,E44
2,0,0,1,10,green,600,E44
3,0,0,1,10,green,600,E44
4,0,0,1,10,green,600,E44
5,0,0,1,10,green,600,E44
6,0,0,1,10,green,600,E44
7,0,0,1,10,green,600,E44
8,0,0,1,10,green,600,E44
9,0,0,1,10,green,600,E44
10,0,0,1,10,green,600,E44
11,0,0,1,10,green,600,E44
12,0,0,1,10,green,600,E44
13,0,0,1,10,green,600,E44
14,0,0,1,10,green,600,E44
15,0,0,1,10,green,600,E44
16,0,0,1,10,green,600,E44
17,0,0,1,10,green,600,E44
18,0,0,1,10,green,600,E44
19,0,0,1,10,green,600,E44
20,0,0,1,10,green,600,E44
21,0,0,1,10,green,600,E44
22,0,0,1,10,green,600,E44
23,0,0,1,10,green,600,E44
24,0,0,1,10,green,600,E44
25,0,0,1,10,green,600,E44
26,0,0,1,10,green,600,E44
27,0,0,1,10,green,600,E44
28,0,0,1,10,green,600,E44
29,0,0,1,10,green,600,E44
30,0,0,1,10,green,600,E44
31,0,0,1,10,green,600,E44
32,0,0,1,10,green,600,E44
33,0,0,1,10,green,600,E44
34,0,0,1,10,green,600,E44
35,0,0,1,10,green,600,E44
36,0,0,1,10,green,600,E44
37,0,0,1,10,green,600,E44
38,1,0,0,10,green,600,E44
39,1,0,0,10,green,600,E44
40,1,0,0,10,green,600,E44
41,1,0,0,10,green,600,E44
42,1,0,0,10,green,600,E44
43,1,0,0,10,green,600,E44
44,1,0,0,10,green,600,E44
45,1,0,0,10,green,600,E44
46,1,0,0,10,green,600,E44
47,1,0,0,10,green,600,E44
48,1,0,0,10,green,600,E44
49,1,0,0,10,green,600,E44
50,1,0,0,10,green,600,E44
51,1,0,0,10,green,600,E44
52,1,0,0,10,green,600,E44
53,1,0,0,10,green,600,E44
54,1,0,0,10,green,600,E44
55,1,0,0,10,green,600,E44
56,1,0,0,10,green,600,E44
57,1,0,0,10,green,600,E44
58,1,0,0,10,green,600,E44
59,1,0,0,10,green,600,E44
60,1,0,0,10,green,600,E44
61,1,0,0,10,green,600,E44
62,1,0,0,10,green,600,E44
63,1,0,0,10,green,600,E44
64,1,0,0,10,green,600,E44
65,1,0,0,10,green,600,E44
66,1,0,0,10,green,600,E44
67,1,0,0,10,green,600,E44
68,1,0,0,10,green,600,E44
69,1,0,0,10,green,600,E44
70,1,0,0,10,green,600,E44
71,1,0,0,10,green,600,E44
72,1,0,0,10,green,600,E44
73,1,0,0,10,green,600,E44
74,1,0,0,10,green,600,E44
75,1,0,0,10,green,600,E44
76,1,0,0,10,green,600,E44
77,1,0,0,10,green,600,E44
78,1,0,0,10,green,600,E44
79,1,0,0,10,green,600,E44
80,1,0,0,10,green,600,E44
81,1,0,0,10,green,600,E44
82,1,0,0,10,green,600,E44
83,1,0,0,10,green,600,E44
84,1,0,0,10,green,600,E44
85,1,0,0,10,green,600,E44
86,1,0,0,10,green,600,E44
87,1,0,0,10,green,600,E44
88,1,0,0,10,green,600,E44
89,1,0,0,10,green,600,E44
90,1,0,0,10,green,600,E44
91,1,0,0,10,green,600,E44
92,1,0,0,10,green,600,E44
93,1,0,0,10,green,600,E44
94,1,0,0,10,green,600,E44
95,1,0,0,10,green,600,E44
96,1,0,0,10,green,600,E44
97,1,0,0,10,green,600,E44
98,1,0,0,10,green,600,E44
99,1,0,0,10,green,600,E44
100,1,0,0,10,green,600,E44
101,1,0,0,10,green,600,E44
102,1,0,0,10,green,600,E44
103,1,0,0,10,green,600,E44
104,1,0,0,10,green,600,E44
105,1,0,0,10,green,600,E44
106,1,0,0,10,green,600,E44
107,1,0,0,10,green,600,E44
108,1,0,0,10,green,600,E44
109,1,0,0,10,green,600,E44
110,1,0,0,10,green,600,E44
111,1,0,0,10,green,600,E44
112,1,0,0,10,green,600,E44
113,1,0,0,10,green,600,E44
114,1,0,0,10,green,600,E44
115,1,0,0,10,green,600,E44
116,0,1,0,10,green,600,E44
117,0,1,0,10,green,600,E44
118,0,1,0,10,green,600,E44
119,0,1,0,10,green,600,E44
120,0,1,0,10,green,600,E44
121,0,1,0,10,green,600,E44
122,0,1,0,10,green,600,E44
123,0,1,0,10,green,600,E44
124,0,1,0,10,green,600,E44
125,0,1,0,10,green,600,E44
126,0,1,0,10,green,600,E44
127,0,1,0,10,green,600,E44
128,0,1,0,10,green,600,E44
129,0,1,0,10,green,600,E44
130,0,1,0,10,green,600,E44
131,0,1,0,10,green,600,E44
132,0,1,0,10,green,600,E44
133,0,1,0,10,green,600,E44
134,0,1,0,10,green,600,E44
135,0,1,0,10,green,600,E44
136,0,1,0,10,green,600,E44
137,0,1,0,10,green,600,E44
138,0,1,0,10,green,600,E44
139,0,1,0,10,green,600,E44
140,0,1,0,10,green,600,E44
141,0,1,0,10,green,600,E44
0,0,0,1,11,green,578,E44
1,0,0,1,11,green,578,E44
2,0,0,1,11,green,578,E44
3,0,0,1,11,green,578,E44
4,0,0,1,11,green,578,E44
5,0,0,1,11,green,578,E44
6,0,0,1,11,green,578,E44
7,0,0,1,11,green,578,E44
8,0,0,1,11,green,578,E44
9,0,0,1,11,green,578,E44
10,0,0,1,11,green,578,E44
11,0,0,1,11,green,578,E44
12,0,0,1,11,green,578,E44
13,0,0,1,11,green,578,E44
14,0,0,1,11,green,578,E44
15,0,0,1,11,green,578,E44
16,0,0,1,11,green,578,E44
17,0,0,1,11,green,578,E44
18,0,0,1,11,green,578,E44
19,0,0,1,11,green,578,E44
20,0,0,1,11,green,578,E44
21,0,0,1,11,green,578,E44
22,0,0,1,11,green,578,E44
23,0,0,1,11,green,578,E44
24,0,0,1,11,green,578,E44
25,0,0,1,11,green,578,E44
26,0,0,1,11,green,578,E44
27,0,0,1,11,green,578,E44
28,0,0,1,11,green,578,E44
29,0,0,1,11,green,578,E44
30,0,0,1,11,green,578,E44
31,0,0,1,11,green,578,E44
32,0,0,1,11,green,578,E44
33,0,0,1,11,green,578,E44
34,0,0,1,11,green,578,E44
35,0,0,1,11,green,578,E44
36,0,0,1,11,green,578,E44
37,0,0,1,11,green,578,E44
38,0,0,1,11,green,578,E44
39,1,0,0,11,green,578,E44
40,1,0,0,11,green,578,E44
41,1,0,0,11,green,578,E44
42,1,0,0,11,green,578,E44
43,1,0,0,11,green,578,E44
44,1,0,0,11,green,578,E44
45,1,0,0,11,green,578,E44
46,1,0,0,11,green,578,E44
47,1,0,0,11,green,578,E44
48,1,0,0,11,green,578,E44
49,1,0,0,11,green,578,E44
50,1,0,0,11,green,578,E44
51,1,0,0,11,green,578,E44
52,1,0,0,11,green,578,E44
53,1,0,0,11,green,578,E44
54,1,0,0,11,green,578,E44
55,1,0,0,11,green,578,E44
56,1,0,0,11,green,578,E44
57,1,0,0,11,green,578,E44
58,1,0,0,11,green,578,E44
59,1,0,0,11,green,578,E44
60,1,0,0,11,green,578,E44
61,1,0,0,11,green,578,E44
62,1,0,0,11,green,578,E44
63,1,0,0,11,green,578,E44
64,1,0,0,11,green,578,E44
65,1,0,0,11,green,578,E44
66,1,0,0,11,green,578,E44
67,1,0,0,11,green,578,E44
68,1,0,0,11,green,578,E44
69,1,0,0,11,green,578,E44
70,1,0,0,11,green,578,E44
71,1,0,0,11,green,578,E44
72,1,0,0,11,green,578,E44
73,1,0,0,11,green,578,E44
74,1,0,0,11,green,578,E44
75,1,0,0,11,green,578,E44
76,1,0,0,11,green,578,E44
77,1,0,0,11,green,578,E44
78,1,0,0,11,green,578,E44
79,1,0,0,11,green,578,E44
80,1,0,0,11,green,578,E44
81,1,0,0,11,green,578,E44
82,1,0,0,11,green,578,E44
83,1,0,0,11,green,578,E44
84,1,0,0,11,green,578,E44
85,1,0,0,11,green,578,E44
86,1,0,0,11,green,578,E44
87,1,0,0,11,green,578,E44
88,1,0,0,11,green,578,E44
89,0,1,0,11,green,578,E44
90,0,1,0,11,green,578,E44
91,0,1,0,11,green,578,E44
92,0,1,0,11,green,578,E44
93,0,1,0,11,green,578,E44
94,0,1,0,11,green,578,E44
95,0,1,0,11,green,578,E44
96,0,1,0,11,green,578,E44
97,0,1,0,11,green,578,E44
98,0,1,0,11,green,578,E44
99,0,1,0,11,green,578,E44
100,0,1,0,11,green,578,E44
101,0,1,0,11,green,578,E44
102,0,1,0,11,green,578,E44
103,0,1,0,11,green,578,E44
104,0,1,0,11,green,578,E44
105,0,1,0,11,green,578,E44
106,0,1,0,11,green,578,E44
107,0,1,0,11,green,578,E44
108,0,1,0,11,green,578,E44
109,0,1,0,11,green,578,E44
110,0,1,0,11,green,578,E44
111,0,1,0,11,green,578,E44
112,0,1,0,11,green,578,E44
113,0,1,0,11,green,578,E44
114,0,1,0,11,green,578,E44
115,0,1,0,11,green,578,E44
116,0,1,0,11,green,578,E44
117,0,1,0,11,green,578,E44
118,0,1,0,11,green,578,E44
119,0,1,0,11,green,578,E44
120,0,1,0,11,green,578,E44
121,0,1,0,11,green,578,E44
122,0,1,0,11,green,578,E44
123,0,1,0,11,green,578,E44
124,0,1,0,11,green,578,E44
125,0,1,0,11,green,578,E44
126,0,1,0,11,green,578,E44
127,0,1,0,11,green,578,E44
128,0,1,0,11,green,578,E44
129,0,1,0,11,green,578,E44
130,0,1,0,11,green,578,E44
131,0,1,0,11,green,578,E44
132,0,1,0,11,green,578,E44
133,0,1,0,11,green,578,E44
134,0,1,0,11,green,578,E44
135,0,1,0,11,green,578,E44
136,0,1,0,11,green,578,E44
137,0,1,0,11,green,578,E44
138,0,1,0,11,green,578,E44
139,0,1,0,11,green,578,E44
140,0,1,0,11,green,578,E44
141,0,1,0,11,green,578,E44
0,0,0,1,12,green,665,E44
1,0,0,1,12,green,665,E44
2,0,0,1,12,green,665,E44
3,0,0,1,12,green,665,E44
4,0,0,1,12,green,665,E44
5,0,0,1,12,green,665,E44
6,0,0,1,12,green,665,E44
7,0,0,1,12,green,665,E44
8,0,0,1,12,green,665,E44
9,0,0,1,12,green,665,E44
10,0,0,1,12,green,665,E44
11,0,0,1,12,green,665,E44
12,0,0,1,12,green,665,E44
13,0,0,1,12,green,665,E44
14,0,0,1,12,green,665,E44
15,0,0,1,12,green,665,E44
16,0,0,1,12,green,665,E44
17,0,0,1,12,green,665,E44
18,0,0,1,12,green,665,E44
19,0,0,1,12,green,665,E44
20,0,0,1,12,green,665,E44
21,0,0,1,12,green,665,E44
22,0,0,1,12,green,665,E44
23,0,0,1,12,green,665,E44
24,0,0,1,12,green,665,E44
25,0,0,1,12,green,665,E44
26,0,0,1,12,green,665,E44
27,0,0,1,12,green,665,E44
28,0,0,1,12,green,665,E44
29,0,0,1,12,green,665,E44
30,0,0,1,12,green,665,E44
31,0,0,1,12,green,665,E44
32,0,0,1,12,green,665,E44
33,0,0,1,12,green,665,E44
34,0,0,1,12,green,665,E44
35,0,0,1,12,green,665,E44
36,1,0,0,12,green,665,E44
37,1,0,0,12,green,665,E44
38,1,0,0,12,green,665,E44
39,1,0,0,12,green,665,E44
40,1,0,0,12,green,665,E44
41,1,0,0,12,green,665,E44
42,1,0,0,12,green,665,E44
43,1,0,0,12,green,665,E44
44,1,0,0,12,green,665,E44
45,1,0,0,12,green,665,E44
46,1,0,0,12,green,665,E44
47,1,0,0,12,green,665,E44
48,1,0,0,12,green,665,E44
49,1,0,0,12,green,665,E44
50,1,0,0,12,green,665,E44
51,1,0,0,12,green,665,E44
52,1,0,0,12,green,665,E44
53,1,0,0,12,green,665,E44
54,1,0,0,12,green,665,E44
55,1,0,0,12,green,665,E44
56,1,0,0,12,green,665,E44
57,1,0,0,12,green,665,E44
58,1,0,0,12,green,665,E44
59,1,0,0,12,green,665,E44
60,1,0,0,12,green,665,E44
61,1,0,0,12,green,665,E44
62,1,0,0,12,green,665,E44
63,1,0,0,12,green,665,E44
64,1,0,0,12,green,665,E44
65,1,0,0,12,green,665,E44
66,1,0,0,12,green,665,E44
67,1,0,0,12,green,665,E44
68,1,0,0,12,green,665,E44
69,1,0,0,12,green,665,E44
70,1,0,0,12,green,665,E44
71,1,0,0,12,green,665,E44
72,1,0,0,12,green,665,E44
73,1,0,0,12,green,665,E44
74,1,0,0,12,green,665,E44
75,1,0,0,12,green,665,E44
76,1,0,0,12,green,665,E44
77,1,0,0,12,green,665,E44
